,nr,file,pid,mom,eta_bin,eta,phi,aero_thetac_hist_entries,aero_thetac_fit_mean,aero_thetac_fit_sigma,aero_thetac_res_hist_entries,aero_thetac_res_fit_mean,aero_thetac_res_fit_sigma,gas_thetac_hist_entries,gas_thetac_fit_mean,gas_thetac_fit_sigma,gas_thetac_res_hist_entries,gas_thetac_res_fit_mean,gas_thetac_res_fit_sigma,SPEaero_thetac_hist_entries,SPEaero_thetac_hist_mean,SPEaero_thetac_fit_mean,SPEaero_thetac_fit_sigma,SPEaero_thetac_res_hist_entries,SPEaero_thetac_res_hist_mean,SPEaero_thetac_res_fit_mean,SPEaero_thetac_res_fit_sigma,SPEgas_thetac_hist_entries,SPEgas_thetac_hist_mean,SPEgas_thetac_fit_mean,SPEgas_thetac_fit_sigma,SPEgas_thetac_res_hist_entries,SPEgas_thetac_res_hist_mean,SPEgas_thetac_res_fit_mean,SPEgas_thetac_res_fit_sigma
390,390,ana_211_5_10_2.root,211,5,10,2.5,2,195,222.3844367965454,0.5999126397584106,195,-1.523632866,0.5856156841780651,193,27.363363575869432,0.6437757087643484,195,-1.523632866,0.5856156842135044,1880,222.4563829787234,222.28528793261975,2.015401259378875,1880,-1.444822695,-1.617541175,2.0147154629025277,1513,27.408922670191675,27.338192919130602,1.4779671835994888,1878,-1.445793397,-1.619436078,1.9999798234478523
63,63,ana_211_5_10_3.root,211,5,10,2.5,3,194,222.39547530229083,0.6612579834418266,194,-1.510488529,0.6480924619777162,191,27.183501493013516,0.6210661100274959,194,-1.510488529,0.6480924613679578,2043,222.35775819872737,222.25250252013257,2.0303985142214316,2043,-1.543906021,-1.648207189,2.029700938914536,1528,27.222513089005236,27.18591447505265,1.420813171692729,2040,-1.533856209,-1.649386761,2.013938290767367
448,448,ana_211_5_10_4.root,211,5,10,2.5,4,193,222.4072282136934,0.669459598,193,-1.508387575,0.6794813302615161,187,27.135669217370534,0.8042826731776932,192,-1.508387771,0.6794818337942284,2187,222.52752629172383,222.38782324045485,2.1265649357135157,2187,-1.377747295,-1.517246249,2.125569019751451,1310,27.19221374045802,27.141144679957172,1.5572185177125004,2184,-1.38980464,-1.519467189,2.101956044486574
337,337,ana_211_5_10_5.root,211,5,10,2.5,5,196,222.43528888415707,0.5957378290124719,196,-1.480264111,0.6003086743587924,196,27.23692508824999,0.6126580934945832,196,-1.480264112,0.6003086742086939,2289,222.44635211882922,222.28573298298613,1.9814310594452444,2289,-1.458715596,-1.621456658,1.9535493205913301,1436,27.25501393,27.241796526356616,1.2208293435723454,2288,-1.462470862,-1.621880773,1.9544556967586784
565,565,ana_211_5_10_6.root,211,5,10,2.5,6,193,222.39176874370224,0.6374300697933679,193,-1.496960149,0.629974493,190,27.29762444623211,0.5058787699350314,193,-1.49696015,0.6299744932814805,1869,222.42049224184058,222.18255146677885,1.8611824005755302,1869,-1.484608525,-1.737839534,1.7974074749639264,1504,27.23085106382979,27.19500891144009,1.3491808207334754,1867,-1.494340296,-1.737983085,1.7977577142922554
243,243,ana_211_5_10_7.root,211,5,10,2.5,7,195,222.5110576,0.700104317,195,-1.392085483,0.6996508338438361,194,27.191996852989288,0.619051575,195,-1.392085483,0.6996508328734363,1976,222.52064777327934,222.35410199473267,1.9775712994371117,1976,-1.380499325,-1.545599722,1.9780958238935522,1571,27.225015913430937,27.194541400923605,1.3184272782061417,1972,-1.398106829,-1.549275664,1.9410366278746938
171,171,ana_211_5_15_0.root,211,5,15,3,0,196,222.50730256030792,0.668372787,196,-1.38861417,0.6739007482484146,194,27.13409737692843,0.6506564766655262,196,-1.388614169,0.6739007469510045,1942,222.53831101956746,222.3242948787645,2.075648330978792,1942,-1.365396498,-1.580140428,2.0766349825064907,1397,27.140658554044386,27.154932342420196,1.4572300526813113,1941,-1.369981109,-1.582612636,2.0673210601591183
436,436,ana_211_5_15_1.root,211,5,15,3,1,193,222.31061389365655,0.6900429038171257,193,-1.591089332,0.6782206359693508,191,27.243588229668042,0.7165188697400163,193,-1.591089332,0.6782206361582993,1865,222.34857908847184,222.1401097403529,2.0144883605023622,1865,-1.553351206,-1.764546826,1.993388315668323,1373,27.311361981063364,27.223397745099792,1.3350469351542558,1863,-1.56317767,-1.765341847,1.9951543133158258
305,305,ana_211_5_15_2.root,211,5,15,3,2,196,222.48049372236213,0.5450850289793666,196,-1.42415205,0.5430501260454481,193,27.14836216339334,0.5854645946855916,196,-1.42415205,0.5430501254883483,2225,222.4509213483146,222.25713870527966,2.0740711321527674,2225,-1.451655431,-1.64580849,2.0685595063064097,1190,27.156470588235297,27.072676959264125,1.4093587655149171,2224,-1.455755396,-1.647585257,2.0636690299145712
232,232,ana_211_5_15_3.root,211,5,15,3,3,193,222.4802488803352,0.6454700019264866,193,-1.428185352,0.6106489724364749,190,27.080234244882693,0.6813419704991944,192,-1.428184918,0.6106481887017027,2168,222.48071955719558,222.29097364849898,2.0463938759490006,2168,-1.42103321,-1.622572182,1.9590316309561628,1210,27.16991736,27.10774836,1.292824139961829,2165,-1.433379523,-1.623004943,1.9599705562140475
307,307,ana_211_5_15_4.root,211,5,15,3,4,191,222.31472192327982,0.582771848,191,-1.588828048,0.5872246121672251,187,27.20407917,0.6014818776802476,191,-1.588828047,0.587224612,1956,222.3981595092025,222.26993680650466,2.0509204595017896,1956,-1.507702795,-1.636265065,2.049338534460393,1329,27.240707298720842,27.25475607348447,1.328983739024603,1955,-1.512259165,-1.638031565,2.0399336044197653
